"perceptual decision making" -- "attention"
"software engineering" -- "software quality"
"software engineering" -- "software reuse"
"software engineering" -- "mobile development"
"software engineering" -- "service oriented computing"
"software engineering" -- "model-driven development"
"software engineering" -- "program generation"
"software engineering" -- "web apps"
"software engineering" -- "component-based software engineering"
"software engineering" -- "automated debugging"
"software engineering" -- "software product lines"
"museografia" -- "turisme"
"microarchitecture" -- "computer architecture"
"geodemographics" -- "big data"
"thyroid cancer" -- "head"
"thyroid cancer" -- "thyroid autoimmunity"
"bioenergy" -- "energy crops"
"bioenergy" -- "biofuels"
"bioenergy" -- "algae biotechnology"
"traffic assignment" -- "network modeling"
"hiv" -- "sexual health"
"hiv" -- "injection drug use"
"hiv" -- "aids prevention"
"hiv" -- "capacity building"
"hiv" -- "std"
"hiv" -- "sub-saharan africa"
"hiv" -- "sexual risk behavior"
"hiv" -- "humanized mice"
"hiv" -- "neuroaids"
"hiv" -- "drug use"
"hiv" -- "msm"
"hiv" -- "sti"
"hiv" -- "epidemiology"
"hiv" -- "lgbt"
"hiv" -- "implementation science"
"hiv" -- "stigma"
"hiv" -- "southern africa"
"hiv" -- "hcv"
"hiv" -- "aids"
"hiv" -- "cervical cancer"
"hiv" -- "tb"
"hiv" -- "siv"
"hiv" -- "substance use"
"hiv" -- "gay"
"hiv" -- "hepatitis c"
"hiv" -- "viral immunity"
"hiv" -- "sexual behavior"
"hiv" -- "bacterial vaginosis"
"hiv" -- "stis"
"hiv" -- "herpes simplex virus"
"hiv" -- "sexually transmitted infections"
"historic preservation" -- "urban conservation"
"historic preservation" -- "architecture"
"micromachining" -- "mems"
"power quality" -- "harmonics"
"power quality" -- "power electronics"
"power quality" -- "power electronics drives"
"stepfamilies" -- "fatherhood"
"precipitation" -- "climate"
"smoothing" -- "biostatistics"
"comercio electrónico" -- "tic"
"ethanol" -- "biofuels"
"welded joints" -- "fatigue"
"endoplasmic reticulum" -- "mitochondria"
"logistics management" -- "supply chain management"
"transgender studies" -- "queer theory"
"operator theory" -- "function theory"
"operator theory" -- "functional analysis"
"petrophysics" -- "reservoir characterization"
"petrophysics" -- "geophysics"
"petrophysics" -- "well logging"
"cryosphere" -- "remote sensing"
"adc" -- "analog"
"adc" -- "dac"
"resident education" -- "cataract surgery"
"laser spectroscopy" -- "physical chemistry"
"laser spectroscopy" -- "laser diagnostics in combustion"
"laser spectroscopy" -- "zeke"
"laser spectroscopy" -- "spectroscopic imaging"
"ultrasound imaging" -- "photoacoustic imaging"
"forensic dna" -- "chromatin"
"chagas disease" -- "parasitology"
"chagas disease" -- "cardiac magnetic resonance"
"wave energy conversion" -- "extreme conditions"
"optically stimulated luminescence" -- "thermoluminescence"
"space structures" -- "optimal design"
"political thought" -- "international relations"
"altimetry" -- "remote sensing"
"traumatologia" -- "ortopedia"
"diaphragm" -- "sphingolipids"
"pk-pd" -- "pharmacognosy"
"archives" -- "manuscripts"
"archives" -- "data reuse"
"archives" -- "preservation"
"archives" -- "oral history"
"archives" -- "digital video"
"attractiveness" -- "face"
"geodesy" -- "geophysics"
"geodesy" -- "surveying"
"civic education" -- "curriculum studies"
"relationship marketing" -- "database marketing"
"relationship marketing" -- "customer experience management"
"relationship marketing" -- "customer relationship management"
"relationship marketing" -- "health care marketing"
"relationship marketing" -- "services marketing"
"nuclear waste disposal" -- "hydrogeology"
"stellar evolution" -- "nucleosynthesis"
"stellar evolution" -- "supernovae"
"compressed sensing" -- "sparsity"
"compressed sensing" -- "sparse sampling"
"compressed sensing" -- "compressive imaging"
"compressed sensing" -- "radar signal processing"
"compressed sensing" -- "signal processing"
"compressed sensing" -- "dictionary learning"
"compressed sensing" -- "x-ray computed tomography"
"compressed sensing" -- "deconvolution"
"qsar" -- "qspr"
"qsar" -- "chemometrics"
"design pedagogy" -- "cognitive psychology"
"non-thermal plasma" -- "applications"
"política social" -- "marxismo"
"política social" -- "trabajo social"
"política social" -- "desigualdad"
"waterbirds" -- "rivers"
"randomized algorithms" -- "approximation algorithms"
"plant-herbivore interactions" -- "chemical ecology"
"provenance studies" -- "heavy minerals"
"optimum design" -- "topology optimization"
"tunnelling" -- "underground construction"
"tunnelling" -- "rock mechanics"
"tunnelling" -- "underground mining"
"materiais dentários" -- "odontologia"
"materiais dentários" -- "odontopediatria"
"materiais dentários" -- "prótese dentária"
"relationships" -- "health"
"relationships" -- "consumer choice"
"relationships" -- "special populations"
"relationships" -- "gratitude"
"achievement" -- "motivation"
"hybrid automata" -- "systems biology"
"human resources for health" -- "global health"
"global production networks" -- "economic geography"
"global production networks" -- "global value chains"
"physique" -- "matériaux"
"physique" -- "chimie"
"physique" -- "électronique"
"aquatic invertebrates" -- "community ecology"
"biostatistics" -- "longitudinal studies"
"biostatistics" -- "clinical epidemiology"
"biostatistics" -- "missing data"
"biostatistics" -- "epidemiologic methods"
"biostatistics" -- "categorical data"
"biostatistics" -- "clinical trials"
"biostatistics" -- "diagnostic medicine"
"biostatistics" -- "linear mixed models"
"biostatistics" -- "theoretical epidemiology"
"biostatistics" -- "meta-analysis"
"biostatistics" -- "epidemiology"
"biostatistics" -- "veterinary epidemiology"
"biostatistics" -- "transplant hepatology"
"biostatistics" -- "survival analysis"
"biostatistics" -- "longitudinal modeling"
"biostatistics" -- "clinical research"
"biostatistics" -- "statistical consulting"
"biostatistics" -- "survival"
"biostatistics" -- "spatial"
"biostatistics" -- "primary care research"
"biostatistics" -- "regression modeling"
"biostatistics" -- "history of mathematics"
"biostatistics" -- "measurement error models"
"biostatistics" -- "biomedical research"
"biostatistics" -- "diagnostic test evaluation"
"biostatistics" -- "geriatrics gerontology"
"complex networks" -- "percolation"
"complex networks" -- "epidemic spreading"
"complex networks" -- "epidemics"
"complex networks" -- "human mobility"
"complex networks" -- "spatial networks"
"complex networks" -- "complex systems"
"complex networks" -- "human behavior"
"bioelectricity" -- "electroporation"
"organisation theory" -- "public administration"
"english for specific purposes" -- "applied linguistics"
"timbre" -- "music cognition"
"seamounts" -- "39ar geochronology"
"kinematic analysis" -- "medical imaging"
"propulsion" -- "combustion"
"pulmonary" -- "critical care medicine"
"public international law" -- "law of the sea"
"public international law" -- "international criminal law"
"pediatric gastroenterology" -- "hepatology"
"secure hardware" -- "memory"
"remote labs" -- "virtual worlds"
"digital systems" -- "computer architecture"
"drylands" -- "geomorphology"
"aesthetics" -- "mysticism"
"aesthetics" -- "philosophy of art"
"aesthetics" -- "chinese art"
"aesthetics" -- "philosophy"
"aesthetics" -- "philosophy of emotions"
"transnational history" -- "history of science"
"fuzzy sets" -- "systems"
"sosyoloji" -- "felsefe"
"sosyoloji" -- "psikoloji"
"x-ray crystallography" -- "structural biology"
"x-ray crystallography" -- "structural enzymology"
"x-ray crystallography" -- "protein structure-function"
"x-ray crystallography" -- "host-virus interactions"
"x-ray crystallography" -- "carbohydrate active enzymes"
"pest control" -- "biological control"
"observational astrophysics" -- "gamma-ray astronomy"
"observational astrophysics" -- "galaxy evolution"
"diversidad cultural" -- "new media"
"thinking skills" -- "educational technology"
"eye movements" -- "enumeration"
"eye movements" -- "brain activity"
"eye movements" -- "scene perception"
"eye movements" -- "visual attention"
"succession" -- "ecosystem management"
"traffic signal control" -- "transportation"
"microbial communities" -- "host-associated microbiota"
"microbial communities" -- "water microbiology"
"microbial communities" -- "microbiology"
"microbial communities" -- "gene transfer"
"plasma chemistry" -- "dielectric barrier discharge"
"plasma chemistry" -- "plasma catalysis"
"thermal barrier coatings" -- "biodegradable polymers"
"interação humano-computador" -- "informática na educação"
"plant mineral nutrition" -- "plant-microbe interactions"
"stress biology" -- "environmental genomics"
"types" -- "programming languages"
"parasitic diseases" -- "parasitology"
"human-nature relations" -- "communication"
"sleep disorders" -- "sleep"
"laser tissue interaction" -- "optical imaging"
"alloy design" -- "metallurgy"
"chaos theory" -- "ambiguity"
"fractional differential equations" -- "numerical methods"
"reflection" -- "peer feedback"
"reflection" -- "programming languages"
"human immunology" -- "lymphocyte development"
"persistent luminescence" -- "luminescent nanoparticles"
"network evolution" -- "computational biology"
"database security" -- "information security"
"classical molecular dynamics" -- "flavins"
"linear logic" -- "programming languages"
"borrelia" -- "lyme disease"
"supply chain sustainability" -- "supply chain disruptions"
"supply chain sustainability" -- "genetic algorithms"
"fantasy literature" -- "digital humanities"
"bibliotecas" -- "information science"
"intersectionality" -- "gender"
"mathematical psychology" -- "cognitive modeling"
"synthetic organic chemistry" -- "nucleic acid chemistry"
"synthetic organic chemistry" -- "medicinal chemistry"
"environmental education" -- "science education"
"environmental education" -- "education for sustainability"
"environmental education" -- "geography education"
"coalescence" -- "impact"
"atmospheric composition" -- "remote sensing"
"passive" -- "electrodeposition"
"passive" -- "random number generators"
"smart sensing" -- "structural health monitoring"
"wine chemistry" -- "grape"
"physiological computing" -- "human-computer interaction"
"bilingual language development" -- "early childhood education"
"interfacial chemistry" -- "nanomaterials"
"fullerenes" -- "organic chemistry"
"load balancing" -- "cloud computing"
"social media analysis" -- "security informatics"
"cardiac anesthesiology" -- "critical care medicine"
"neuroscience" -- "orexin"
"neuroscience" -- "molecular cellular biology"
"neuroscience" -- "clinical neurology"
"neuroscience" -- "neuroregeneration"
"neuroscience" -- "neuropsychopharmacology"
"neuroscience" -- "retinal cell biology"
"neuroscience" -- "ischemic stroke"
"neuroscience" -- "neurotoxicology"
"neuroscience" -- "motor control"
"neuroscience" -- "synaptic physiology"
"neuroscience" -- "sensorimotor control"
"neuroscience" -- "bioelectronics"
"neuroscience" -- "vision"
"neuroscience" -- "neurophysiology"
"neuroscience" -- "synapses"
"neuroscience" -- "neurolaw"
"neuroscience" -- "neurochemistry"
"neuroscience" -- "non-invasive brain stimulation"
"neuroscience" -- "psychiatry"
"neuroscience" -- "learning memory"
"neuroscience" -- "gaba"
"neuroscience" -- "functional imaging"
"neuroscience" -- "neuroprotection"
"neuroscience" -- "in vivo"
"neuroscience" -- "pain"
"neuroscience" -- "cerebellum"
"neuroscience" -- "neuropathic pain"
"neuroscience" -- "sleep physiology"
"neuroscience" -- "neurobiology"
"neuroscience" -- "myelin"
"neuroscience" -- "optogenetics"
"neuroscience" -- "drug addiction"
"neuroscience" -- "alzheimer s disease"
"neuroscience" -- "neural stem cells"
"neuroscience" -- "neurodegenerative diseases"
"neuroscience" -- "neurogenesis"
"neuroscience" -- "neuropharmacology"
"neuroscience" -- "neuroengineering"
"neuroscience" -- "psychiatric disorders"
"neuroscience" -- "dendritic spines"
"neuroscience" -- "ophthalmology"
"neuroscience" -- "auditory system"
"neuroscience" -- "neuropsychiatric disorders"
"neuroscience" -- "zinc"
"neuroscience" -- "medical writing"
"neuroscience" -- "neuroinflammation"
"neuroscience" -- "breathing"
"neuroscience" -- "neuroanatomy"
"neuroscience" -- "biomedical engineering"
"neuroscience" -- "patch clamp"
"neuroscience" -- "plasticity"
"neuroscience" -- "sensory"
"neuroscience" -- "sleep"
"neuroscience" -- "astrocytes"
"neuroscience" -- "circadian biology"
"neuroscience" -- "neuropathology"
"neuroscience" -- "physiology"
"neuroscience" -- "brain imaging"
"neuroscience" -- "alzheimer s"
"neuroscience" -- "neurosurgery"
"neuroscience" -- "neurodegeneration"
"neuroscience" -- "neurostimulation"
"neuroscience" -- "pharmacology"
"neuroscience" -- "feeding behavior"
"neuroscience" -- "degenerative diseases"
"neuroscience" -- "synaptic plasticity"
"neuroscience" -- "auditory"
"neuroscience" -- "neurotoxicity"
"neuroscience" -- "stress"
"neuroscience" -- "neurodevelopmental disorders"
"neuroscience" -- "pain research"
"neuroscience" -- "huntington disease"
"neuroscience" -- "neurotrauma"
"neuroscience" -- "sensory physiology"
"neuroscience" -- "pheromones"
"neuroscience" -- "control of breathing"
"neuroscience" -- "psychobiology"
"neuroscience" -- "cns disorders"
"neuroscience" -- "neurology"
"neuroscience" -- "neuroplasticity"
"neuroscience" -- "cognition"
"neuroscience" -- "política científica"
"neuroscience" -- "neurogenetics"
"neuroscience" -- "anesthesiology"
"neuroscience" -- "sensory integration"
"neuroscience" -- "fmri"
"neuroscience" -- "small rna biology"
"neuroscience" -- "epilepsy"
"neuroscience" -- "neurodevelopment"
"neuroscience" -- "dendrites"
"dynamic program analysis" -- "operating systems"
"x-ray analysis" -- "atomic layer deposition"
"optical imaging" -- "endomicroscopy"
"optical imaging" -- "single molecule analysis"
"optical imaging" -- "bacterial infection"
"optical imaging" -- "optical coherence tomography"
"optical imaging" -- "neurovascular coupling"
"international environmental law" -- "international law"
"phosphoinositides" -- "signal transduction"
"sentiment analysis" -- "natural language processing"
"structural change" -- "growth"
"elasmobranchs" -- "behavioural ecology"
"archaeobotany" -- "archaeology"
"biomedical ultrasound" -- "physical acoustics"
"biomedical ultrasound" -- "therapeutic ultrasound"
"biomedical ultrasound" -- "cavitation"
"violence" -- "forensic mental health"
"violence" -- "aggression"
"violence" -- "criminology"
"violence" -- "school bullying"
"violence" -- "sexual offending"
"vision-based control" -- "computer vision"
"genitourinary radiology" -- "cancer imaging"
"genitourinary radiology" -- "gastrointestinal radiology"
"gender economics" -- "labour economics"
"microbial electrochemistry" -- "science education"
"tear film" -- "ocular surface"
"molecular quantum dynamics" -- "time-resolved spectroscopy"
"water balance" -- "climate change"
"consumo" -- "comunicación"
"consumo" -- "política económica"
"consumo" -- "pesquisa qualitativa"
"consumo" -- "cultura"
"healthcare design" -- "environmental psychology"
"nmr" -- "clathrates"
"nmr" -- "structural biochemistry"
"nmr" -- "epr"
"nmr" -- "chimica organica"
"nmr" -- "dnp"
"nmr" -- "structural biology"
"nmr" -- "dosy"
"nmr" -- "esr"
"nmr" -- "spider silk"
"educación artística" -- "cultura visual"
"educación artística" -- "pintura"
"conditioning" -- "strength"
"cancer therapeutics" -- "tissue microenvironment"
"cancer therapeutics" -- "cancer biology"
"toxins" -- "venom"
"digital civics" -- "human-computer interaction"
"handwriting recognition" -- "writer identification"
"rough set theory" -- "granular computing"
"open source software" -- "software libre"
"open source software" -- "free will"
"polarimetry" -- "remote sensing"
"interpersonal relationships" -- "workplace mistreatment"
"interpersonal relationships" -- "clinical psychology"
"urban mobility" -- "transportation planning"
"flood forecasting" -- "hydrology"
"cognitive ecology" -- "behavioral ecology"
"media technology" -- "audience research"
"science of team science" -- "environmental psychology"
"opportunistic routing" -- "wireless networks"
"modern chinese literature" -- "chinese cinema"
"community corrections" -- "environmental criminology"
"large deviations" -- "probability"
"network information theory" -- "wireless communications"
"sensor arrays" -- "signal processing"
"social choice" -- "cooperative game theory"
"social choice" -- "voting theory"
"social choice" -- "game theory"
"numerical methods for pdes" -- "scientific computing"
"natural resources law" -- "environmental law"
"biological diversity" -- "plant community ecology"
"molecular thermodynamics" -- "molecular simulation"
"filología clásica" -- "filología griega"
"filología clásica" -- "tradición clásica"
"north america" -- "archaeology"
"sustainable hci" -- "hci"
"carbonatites" -- "isotope geochemistry"
"filología griega" -- "geografía histórica"
"official statistics" -- "computational statistics"
"immunoregulation" -- "autoimmunity"
"molecularly imprinted polymers" -- "biosensors"
"income" -- "poverty"
"flow cytometry" -- "immunology"
"theory of the firm" -- "corporate governance"
"solid state inorganic chemistry" -- "bioinorganic chemistry"
"port management" -- "supply chain management"
"alternative fuel vehicles" -- "transportation"
"stand dynamics" -- "silviculture"
"smoking cessation" -- "public health"
"neurodegenerative" -- "protein misfolding"
"ice sheet dynamics" -- "paleoclimatology"
"russian history" -- "ethnology"
"public memory" -- "rhetorical criticism"
"data compression" -- "text indexing"
"data compression" -- "data structures"
"remix" -- "fan studies"
"statistics" -- "design of experiments"
"statistics" -- "population estimation"
"statistics" -- "sampling"
"statistics" -- "symbolic data analysis"
"statistics" -- "actuarial science"
"statistics" -- "functional data"
"statistics" -- "capture-recapture"
"statistics" -- "applied probability"
"statistics" -- "statistical quality control"
"statistics" -- "mathematical statistics"
"statistics" -- "exploratory data analysis"
"statistics" -- "copulas"
"statistics" -- "methodology"
"statistics" -- "multivariate data analysis"
"statistics" -- "reliability theory"
"statistics" -- "bayesian"
"statistics" -- "financial mathematics"
"statistics" -- "econometrics"
"statistics" -- "experimental design"
"statistics" -- "resampling"
"statistics" -- "research methodology"
"statistics" -- "forensic science"
"statistics" -- "emulation"
"statistics" -- "study design"
"statistics" -- "compositional data"
"statistics" -- "psychometrics"
"statistics" -- "probability"
"statistics" -- "extreme value theory"
"statistics" -- "astrostatistics"
"statistics" -- "biometry"
"statistics" -- "survey methods"
"statistics" -- "computer experiments"
"statistics" -- "distribution theory"
"statistics" -- "quality control"
"statistics" -- "statistical climatology"
"biological treatment" -- "wastewater treatment"
"private governance" -- "certification"
"thermodynamics" -- "phase diagrams"
"thermodynamics" -- "phase equilibria"
"thermodynamics" -- "phase equilibrium"
"thermodynamics" -- "thermophysical properties"
"thermodynamics" -- "fluid phase equilibria"
"thermodynamics" -- "heat transfer"
"thermodynamics" -- "disordered materials"
"thermodynamics" -- "thermal systems"
"clinical linguistics" -- "neurolinguistics"
"light trapping" -- "organic devices"
"light trapping" -- "photovoltaics"
"neanderthals" -- "human evolution"
"neanderthals" -- "pleistocene"
"microbe interactions" -- "plant"
"child welfare" -- "foster care"
"child welfare" -- "kinship care"
"child welfare" -- "social work"
"child welfare" -- "administrative data"
"ntds" -- "epidemiology"
"water relations" -- "climate change"
"renewable energy conversion" -- "storage"
"magnetoelectric" -- "ferroelectrics"
"continuing education" -- "e-learning"
"haptics" -- "robotic rehabilitation"
"haptics" -- "surgical robotics"
"haptics" -- "human perception"
"haptics" -- "haptic perception"
"haptics" -- "human motor control"
"haptics" -- "touch"
"repair" -- "lung injury"
"magnetohydrodynamics" -- "planetary interiors"
"magnetohydrodynamics" -- "geodynamo"
"magnetohydrodynamics" -- "dense plasmas"
"bitumen" -- "asphalt"
"antioxidants" -- "flavonoids"
"antioxidants" -- "bioactivity"
"antioxidants" -- "flavour chemistry"
"antioxidants" -- "biopesticides"
"antioxidants" -- "oxidative stress"
"antioxidants" -- "polyphenols"
"antioxidants" -- "encapsulation"
"antioxidants" -- "free radicals"
"antioxidants" -- "nitric oxide biology"
"structural characterization" -- "materials science"
"voice conversion" -- "speech synthesis"
"hormone signaling" -- "molecular genetics"
"hormone signaling" -- "seed dormancy"
"ir theory" -- "international relations"
"opinion dynamics" -- "social networks"
"metal forming processes" -- "mechanical properties"
"distributed robotics" -- "control theory"
"rotating machinery" -- "signal processing"
"human cooperation" -- "science education"
"computaional fluid dynamics" -- "fish larvae"
"dynamic stall" -- "wind turbine aerodynamics"
"breast reconstruction" -- "breast cancer"
"agile software development" -- "global software development"
"vehicle dynamics" -- "vehicle control"
"vehicle dynamics" -- "control"
"games for health" -- "biomedical informatics"
"generalized linear mixed models" -- "quantitative genetics"
"arbuscular mycorrhizal fungi" -- "plant biology"
"cdte" -- "photovoltaics"
"spectral element method" -- "finite element method"
"navigation" -- "positioning"
"navigation" -- "avionics"
"navigation" -- "spatial cognition"
"geothermal energy" -- "borehole heat exchangers"
"geothermal energy" -- "hydrogeology"
"kant" -- "mimetic theory"
"discapacidad intelectual" -- "educación especial"
"food systems" -- "sustainability"
"food systems" -- "urban agriculture"
"energy transfer" -- "ultrafast spectroscopy"
"china" -- "east asia"
"china" -- "international relations"
"china" -- "taiwan"
"china" -- "xinjiang"
"china" -- "us-china relations"
"china" -- "hong kong"
"china" -- "governmentality"
"china" -- "tibet"
"health advocacy" -- "patient-provider communication"
"spoken word recognition" -- "speech perception"
"power management" -- "energy harvesting"
"power management" -- "analog ic design"
"higher education teaching" -- "learning"
"anomalous diffusion" -- "fractional calculus"
"anomalous diffusion" -- "statistical physics"
"energy recovery" -- "environmental impact"
"cheese" -- "dairy chemistry"
"appropriate technology" -- "3d printing"
"germplasm" -- "biodiversity"
"cyanotoxins" -- "cyanobacteria"
"geografia física" -- "geomorfologia"
"geografia física" -- "análise ambiental"
"geografia física" -- "geotecnologias"
"genética e biologia molecular" -- "microrna"
"genética e biologia molecular" -- "bioenergia"
"pet imaging" -- "radiochemistry"
"sustainability accounting" -- "integrated reporting"
"sustainability accounting" -- "reporting"
"sociology of mental health" -- "medical sociology"
"engine combustion" -- "numerical simulation"
"innovatie" -- "sustainability"
"mmc" -- "hvdc"
"blast" -- "impact"
"blast" -- "impact engineering"
"blast" -- "structural glass"
"stress management" -- "coping"
"retail operations" -- "supply chain management"
"digital citizenship" -- "cognitive science"
"knowledge extraction" -- "semantic web"
"reinforced concrete structures" -- "strengthening of rc structures with frp"
"anthracology" -- "archaeology"
"risk prediction" -- "epidemiology"
"pharmaceutical technology" -- "drug delivery"
"thermal" -- "heat transfer"
"cambiamenti climatici" -- "agronomia"
"cambiamenti climatici" -- "ambiente"
"flow instabilities" -- "aeroacoustics"
"joint attention" -- "cognition"
"greek literature" -- "latin literature"
"safety analysis" -- "formal verification"
"veterinary medicine" -- "beef cattle"
"veterinary medicine" -- "veterinary clinical pathology"
"veterinary medicine" -- "epidemiology"
"veterinary medicine" -- "isu-vdpam"
"life cycle cost analysis" -- "risk assessment"
"chimie organique" -- "heterocycles"
"nash" -- "nafld"
"food-energy-water nexus" -- "life cycle assessment"
"multimedia content analysis" -- "computer vision"
"helicobacter pylori" -- "gastroenterology"
"multinational enterprises" -- "foreign direct investment"
"adolescent substance abuse" -- "juvenile justice"
"nutritional ecology" -- "entomology"
"nutritional ecology" -- "primate ecology"
"environmental soil physics" -- "remote sensing"
"prosthesis" -- "gait analysis"
"solar collector" -- "energy"
"multicore architectures" -- "fpga"
"chemostratigraphy" -- "sequence stratigraphy"
"millimeter-wave systems" -- "antennas"
"mechanical characterization" -- "fsw"
"mechanical characterization" -- "microstructural characterization"
"image guidance" -- "biosensors"
"ubiquitin proteasome system" -- "protein quality control"
"computational geometry" -- "algorithms"
"computational geometry" -- "graph drawing"
"computational geometry" -- "computational topology"
"computational geometry" -- "mesh generation"
"computational geometry" -- "discrete"
"computational geometry" -- "computational algebraic geometry"
"reproductive strategies" -- "cooperation"
"rural workforce" -- "rural communities"
"integrated sensors" -- "vision"
"environmental monitoring" -- "remote sensing"
"orthopedics" -- "rotator cuff"
"stem cells" -- "hair follicle"
"stem cells" -- "genome editing"
"stem cells" -- "growth factors"
"stem cells" -- "niche"
"stem cells" -- "vascular regeneration"
"stem cells" -- "vascular pharmacology"
"stem cells" -- "skin"
"stem cells" -- "disease modeling"
"stem cells" -- "embryonic development"
"stem cells" -- "lysosomal storage diseases"
"stem cells" -- "epithelia"
"stem cells" -- "tissue engineering"
"stem cells" -- "cardiac regeneration"
"stem cells" -- "heart"
"stem cells" -- "cell reprogramming"
"stem cells" -- "regeneration"
"stem cells" -- "endothelial progenitor cells"
"stem cells" -- "cardiomyocytes"
"stem cells" -- "transgenesis"
"stem cells" -- "differentiation"
"stem cells" -- "developmental neuroscience"
"stem cells" -- "induced pluripotent stem cells"
"stem cells" -- "brain repair"
"stem cells" -- "ips cells"
"stem cells" -- "notch"
"stem cells" -- "pluripotency"
"stem cells" -- "notch signaling"
"stem cells" -- "cancer cell"
"stem cells" -- "reprogramming"
"stem cells" -- "tissue regeneration"
"stem cells" -- "cardiovascular biology"
"stem cells" -- "cardiovascular research"
"stem cells" -- "cns repair"
"stem cells" -- "facs"
"stem cells" -- "epigentics"
"stem cells" -- "muscular dystrophy"
"stem cells" -- "skeletal muscle biology"
"stem cells" -- "mammary gland"
"stem cells" -- "heart disease"
"facility location" -- "facility layout"
"facility location" -- "application development"
"animal health" -- "animal welfare"
"collective animal behaviour" -- "emergence"
"law society" -- "criminology"
"auto" -- "biography"
"revenge" -- "forgiveness"
"cable dynamics" -- "structural health monitoring"
"refractive surgery" -- "cataract surgery"
"refractive surgery" -- "cornea"
"tools" -- "compilers"
"periodontics" -- "dentistry"
"theory of education" -- "politics of education"
"applied aerodynamics" -- "flight testing"
"estrutura eletrônica" -- "nanoestruturas"
"peace research" -- "conflict studies"
"sickle cell disease" -- "hemoglobin"
"sickle cell disease" -- "academic"
"sickle cell disease" -- "pediatric psychology"
"sickle cell disease" -- "hematology"
"actor-network theory" -- "tourism"
"digital circuits" -- "systems"
"working conditions" -- "work"
"operations" -- "benchmarking"
"operations" -- "supply chain management"
"operations" -- "surface properties"
"game-based learning" -- "educational technology"
"estuarine processes" -- "coastal"
"sourcing" -- "supply chain management"
"gynecology" -- "obstetrics"
"gynecology" -- "breast pathology"
"gynecology" -- "urogynecology"
"fuels" -- "energy"
"home modifications" -- "universal design"
"home modifications" -- "aging in place"
"site response" -- "geotechnical earthquake engineering"
"cloud services" -- "digital innovation"
"relational frame theory" -- "behaviour analysis"
"formal verification" -- "post-silicon validation"
"formal verification" -- "voting technology"
"formal verification" -- "formal testing"
"formal verification" -- "formal synthesis"
"formal verification" -- "model checking"
"adaptive management" -- "natural resource management"
"glacial hydrology" -- "glaciology"
"solutions" -- "services"
"flipped classroom" -- "educational technology"
"flipped classroom" -- "peer tutoring"
"microbial fermentation" -- "biotechnology"
"cold war history" -- "diplomatic history"
"genetic transformation" -- "genetics"
"two-photon imaging" -- "non-invasive brain stimulation"
"mass atrocities" -- "genocide"
"metrologia" -- "topografia"
"демография" -- "рождаемость"
"демография" -- "образование"
"демография" -- "экономика"
"top management teams" -- "corporate governance"
"environmental security" -- "gender"
"optimal control theory" -- "mathematical biology"
"fog computing" -- "cloud computing"
"ciencias de la salud" -- "salud pública"
"risk management" -- "financial engineering"
"risk management" -- "financial derivatives"
"risk management" -- "insurance economics"
"risk management" -- "hedging"
"risk management" -- "insurance"
"risk management" -- "project management"
"carbon markets" -- "southeast asia"
"historical materialism" -- "international political economy"
"spatial language" -- "natural language processing"
"violence prevention" -- "aggression"
"inflammasome" -- "immunology"
"inflammasome" -- "caspases"
"talent management" -- "human resource management"
"mood" -- "emotion"
"mood" -- "social stigma"
"muscle atrophy" -- "strength training"
"rhetorical criticism" -- "rhetorical theory"
"environmental resource economics" -- "applied econometrics"
"state formation" -- "international relations"
"shelf life" -- "luminescence spectroscopy"
"shelf life" -- "quality"
"chemical looping" -- "gasification"
"vocational" -- "intercultural"
"pelagic ecology" -- "zooplankton"
"articulatory phonology" -- "speech production"
"fiber reinforced polymer" -- "strengthening"
"self-enhancement" -- "well-being"
"plant proteomics" -- "abiotic stress"
"creative problem solving" -- "digital media"
"creative problem solving" -- "wicked problems"
"synchrotron x-ray techniques" -- "photovoltaics"
"t cell biology" -- "immunology"
"edutainment" -- "augmented reality"
"social impact assessment" -- "indigenous peoples"
"virtual archaeology" -- "archaeology"
"data protection" -- "privacy"
"salud" -- "educación"
"endovascular therapy" -- "diabetic foot"
"layer-by-layer assembly" -- "polymers"
"sensoriamento remoto" -- "geoprocessamento"
"sensoriamento remoto" -- "ciência do solo"
"sensoriamento remoto" -- "modelagem"
"platelets" -- "thrombosis"
"platelets" -- "haematology"
"internet protocols" -- "networks"
"pon" -- "optical access networks"
"teacher beliefs" -- "teacher expectations"
"teacher beliefs" -- "mathematics education"
"production planning" -- "control"
"production planning" -- "supply chain coordination"
"retina" -- "oxygen"
"retina" -- "melanopsin"
"retina" -- "biología del desarrollo"
"retina" -- "hmgb1"
"retina" -- "ophthalmology"
"retina" -- "rop"
"retina" -- "vitreous"
"well-being" -- "meaning in life"
"well-being" -- "person-environment fit"
"well-being" -- "employee health"
"well-being" -- "health"
"well-being" -- "happiness"
"well-being" -- "implicit theories"
"well-being" -- "character"
"policy making" -- "european union"
"vection" -- "motion sickness"
"sports medicine" -- "athletic training"
"sports medicine" -- "sports physiotherapy"
"sports medicine" -- "orthopaedic surgery"
"robust control" -- "microwave heating"
"robust control" -- "periodic systems"
"robust control" -- "lpv systems"
"robust control" -- "time-delay systems"
"robust control" -- "active disturbance rejection control"
"robust control" -- "constrained control"
"virtual agents" -- "social robotics"
"health communication" -- "interpersonal communication"
"health communication" -- "risk communication"
"health communication" -- "health literacy"
"health communication" -- "new media technology"
