"geomicrobiology" -- "biogeochemistry"
"turbulence modeling" -- "computational fluid dynamics"
"efl" -- "esl"
"environmental anthropology" -- "political ecology"
"water supply" -- "sanitation"
"victorian literature" -- "culture"
"dairy cattle" -- "animal welfare"
"inclusive education" -- "disability"
"photodynamic therapy" -- "drug delivery"
"journalism" -- "media"
"journalism" -- "political communication"
"journalism" -- "new media"
"journalism" -- "news"
"statistical genetics" -- "psychiatric genetics"
"statistical genetics" -- "population genetics"
"statistical genetics" -- "genetic epidemiology"
"financial economics" -- "macroeconomics"
"fluid power" -- "control"
"solid mechanics" -- "soft materials"
"solid mechanics" -- "fracture mechanics"
"solid mechanics" -- "nanomechanics"
"solid mechanics" -- "experimental mechanics"
"philosophy" -- "metaphysics"
"philosophy" -- "literature"
"philosophy" -- "ethics"
"reconstructive surgery" -- "microsurgery"
"reconstructive surgery" -- "plastic surgery"
"reconstructive surgery" -- "plasticity"
"race" -- "gender"
"race" -- "racism"
"race" -- "ethnicity"
"race" -- "ethnic studies"
"race" -- "ethnic politics"
"hydrogen storage" -- "catalysis"
"nuclear astrophysics" -- "nuclear structure"
"nuclear astrophysics" -- "nuclear physics"
"tuberculosis" -- "infectious diseases"
"reduced order modeling" -- "computational fluid dynamics"
"urban computing" -- "human mobility"
"arthritis" -- "bone"
"medical ethics" -- "history of medicine"
"dark matter" -- "neutrinos"
"economic growth" -- "macroeconomics"
"economic growth" -- "human capital"
"economic growth" -- "economic development"
"economic growth" -- "economic history"
"historia" -- "arqueología"
"historia" -- "educación"
"ion channels" -- "electrophysiology"
"ion channels" -- "arrhythmia"
"ion channels" -- "calcium signaling"
"program transformation" -- "functional programming"
"mitosis" -- "cell biology"
"geoengineering" -- "climate change"
"natural language processing" -- "statistical machine translation"
"natural language processing" -- "artificial intelligence"
"natural language processing" -- "sentiment analysis"
"natural language processing" -- "bionlp"
"natural language processing" -- "information extraction"
"natural language processing" -- "machine translation"
"natural language processing" -- "language modeling"
"natural language processing" -- "word sense disambiguation"
"plant molecular biology" -- "abiotic stress"
"plant molecular biology" -- "plant development"
"international finance" -- "asset pricing"
"international finance" -- "macroeconomics"
"mathematical software" -- "numerical linear algebra"
"genome evolution" -- "transposable elements"
"genome evolution" -- "comparative genomics"
"droplets" -- "microfluidics"
"enso" -- "climate change"
"didáctica de las ciencias experimentales" -- "science education"
"cardiomyopathy" -- "heart failure"
"health informatics" -- "biomedical"
"health informatics" -- "ehealth"
"performance evaluation" -- "queueing theory"
"human mobility" -- "complex networks"
"regional science" -- "spatial econometrics"
"construction" -- "building information modeling"
"construction" -- "building materials"
"construction" -- "project management"
"behavioural ecology" -- "cooperative breeding"
"behavioural ecology" -- "animal behaviour"
"behavioural ecology" -- "evolutionary ecology"
"behavioural ecology" -- "sexual selection"
"behavioural ecology" -- "sensory ecology"
"electrocatalysis" -- "photocatalysis"
"social history" -- "economic history"
"coding" -- "information theory"
"m2m" -- "lte"
"online social networks" -- "privacy"
"computational materials science" -- "first-principles calculations"
"computational materials science" -- "density functional theory"
"single cell analysis" -- "microfluidics"
"plant nutrition" -- "plant physiology"
"immunotherapy" -- "tumor immunology"
"immunotherapy" -- "cancer immunology"
"crop science" -- "agronomy"
"southeast asia" -- "thailand"
"automation" -- "robotics"
"discrete geometry" -- "combinatorics"
"poverty" -- "inequality"
"poverty" -- "welfare"
"sea level" -- "climate"
"cyber-physical systems" -- "hybrid systems"
"cyber-physical systems" -- "real-time systems"
"aquatic ecology" -- "food webs"
"neuroethics" -- "bioethics"
"survival analysis" -- "clinical trials"
"survival analysis" -- "causal inference"
"parallel programming" -- "compilers"
"high performance computing" -- "parallel i"
"high performance computing" -- "energy efficient computing"
"high performance computing" -- "gpgpu"
"high performance computing" -- "parallel algorithms"
"high performance computing" -- "parallel computing"
"high performance computing" -- "supercomputing"
"earth sciences" -- "geology"
"cyberbullying" -- "bullying"
"forestry" -- "agroforestry"
"forestry" -- "silviculture"
"road ecology" -- "conservation biology"
"precision agriculture" -- "remote sensing"
"organization studies" -- "management"
"hemt" -- "gan"
"pollen analysis" -- "palaeoecology"
"mechatronics" -- "robotics"
"mechatronics" -- "control"
"mechatronics" -- "control engineering"
"metallurgy" -- "alloy design"
"metallurgy" -- "steel"
"infant feeding" -- "breastfeeding"
"animal behaviour" -- "animal welfare"
"psychopathy" -- "forensic psychology"
"psychopathy" -- "personality disorders"
"particle technology" -- "granulation"
"environmental engineering" -- "wastewater treatment"
"environmental engineering" -- "aquatic chemistry"
"environmental engineering" -- "environmental microbiology"
"formal methods" -- "concurrency theory"
"formal methods" -- "petri nets"
"formal methods" -- "refinement"
"formal methods" -- "programming languages"
"formal methods" -- "software engineering"
"formal methods" -- "theorem proving"
"formal methods" -- "program verification"
"formal methods" -- "model checking"
"formal methods" -- "software verification"
"queer theory" -- "gender studies"
"language" -- "speech"
"language" -- "literacy"
"language" -- "metaphor"
"language" -- "thought"
"language" -- "aphasia"
"language" -- "social interaction"
"robot perception" -- "computer vision"
"imaging spectroscopy" -- "remote sensing"
"self-harm" -- "suicide"
"optogenetics" -- "neuroengineering"
"jurisprudence" -- "constitutional law"
"music perception" -- "cognition"
"matching" -- "market design"
"photophysics" -- "ultrafast spectroscopy"
"photophysics" -- "photochemistry"
"physics education research" -- "science education"
"celestial mechanics" -- "astrodynamics"
"compressed sensing" -- "time-frequency analysis"
"compressed sensing" -- "signal processing"
"movement disorders" -- "dystonia"
"movement disorders" -- "deep brain stimulation"
"movement disorders" -- "neurogenetics"
"movement disorders" -- "neurology"
"movement disorders" -- "parkinson s disease"
"memory consolidation" -- "sleep"
"quantum" -- "quantum information"
"fabrication" -- "characterization"
"political philosophy" -- "continental philosophy"
"political philosophy" -- "ethics"
"political philosophy" -- "history of political thought"
"political philosophy" -- "normative ethics"
"political philosophy" -- "political theory"
"political philosophy" -- "applied ethics"
"political philosophy" -- "feminist philosophy"
"political philosophy" -- "social"
"engineering geology" -- "landslides"
"radiology" -- "interventional radiology"
"radiology" -- "neuroradiology"
"men" -- "masculinity"
"applied game theory" -- "industrial organization"
"histology" -- "anatomy"
"storage" -- "energy conversion"
"change management" -- "leadership"
"venom" -- "proteomics"
"venom" -- "toxinology"
"geochronology" -- "geology"
"geochronology" -- "isotope geology"
"geochronology" -- "isotope geochemistry"
"philosophy of mind" -- "metaphysics"
"philosophy of mind" -- "philosophy of cognitive science"
"philosophy of mind" -- "philosophy of psychology"
"philosophy of mind" -- "philosophy of action"
"philosophy of mind" -- "cognitive science"
"philosophy of mind" -- "aesthetics"
"philosophy of mind" -- "free will"
"philosophy of mind" -- "action theory"
"philosophy of mind" -- "kant"
"information extraction" -- "question answering"
"computational biology" -- "genomics"
"computational biology" -- "regulatory genomics"
"computational biology" -- "cancer genomics"
"cerebellum" -- "motor control"
"diffusion mri" -- "brain connectivity"
"diffusion mri" -- "tractography"
"enzymology" -- "biochemistry"
"siv" -- "hiv"
"contract theory" -- "organizational economics"
"foundations of mathematics" -- "logic"
"development" -- "trade"
"development" -- "growth"
"development" -- "africa"
"fmri" -- "ecog"
"fmri" -- "neuroimaging"
"fmri" -- "tms"
"fmri" -- "connectivity"
"fmri" -- "dti"
"amyloid" -- "protein misfolding"
"drosophila" -- "neurogenetics"
"computer networks" -- "network measurement"
"computer networks" -- "network monitoring"
"computer networks" -- "software defined networking"
"computer networks" -- "telecommunications"
"computer networks" -- "internet measurement"
"computer networks" -- "routing"
"experimental fluid dynamics" -- "computational fluid dynamics"
"curriculum" -- "pedagogy"
"curriculum" -- "teacher education"
"nursing" -- "knowledge translation"
"nursing" -- "nursing education"
"nursing" -- "palliative care"
"nursing" -- "research"
"nursing" -- "midwifery"
"humanoid robotics" -- "robotics"
"philosophy of art" -- "aesthetics"
"microbubbles" -- "ultrasound"
"soft condensed matter" -- "colloids"
"nationalism" -- "ethnicity"
"geomechanics" -- "rock mechanics"
"geomechanics" -- "reservoir simulation"
"software testing" -- "software engineering"
"software testing" -- "sbse"
"software testing" -- "software analysis"
"image segmentation" -- "image registration"
"networks" -- "qos"
"networks" -- "protocols"
"networks" -- "security"
"networks" -- "wireless"
"networks" -- "systems"
"prosthetics" -- "orthotics"
"prosthetics" -- "biomechanics"
"photocatalysis" -- "water splitting"
"operations" -- "supply chain management"
"sexuality" -- "gender"
"sexuality" -- "reproductive health"
"sexuality" -- "sex work"
"swine" -- "isu-vdpam"
"women s health" -- "reproductive health"
"women s health" -- "midwifery"
"japan" -- "east asia"
"heterogeneous architectures" -- "computer architecture"
"fisheries" -- "population dynamics"
"fisheries" -- "fish ecology"
"fisheries" -- "marine conservation"
"fisheries" -- "marine ecology"
"fisheries" -- "fish"
"representation theory" -- "algebraic combinatorics"
"representation theory" -- "lie algebras"
"representation theory" -- "algebra"
"representation theory" -- "homological algebra"
"security" -- "cryptography"
"security" -- "privacy"
"security" -- "usable privacy"
"security" -- "smartphones"
"chemical physics" -- "astrochemistry"
"locomotion" -- "biomechanics"
"locomotion" -- "neuromechanics"
"aerospace" -- "structures"
"process monitoring" -- "process systems engineering"
"process monitoring" -- "process control"
"continuum mechanics" -- "elasticity"
"cognitive control" -- "inhibition"
"cognitive control" -- "attention"
"electric vehicles" -- "power electronics"
"user experience" -- "user interfaces"
"user experience" -- "interaction design"
"user experience" -- "usability"
"ocean engineering" -- "coastal"
"ocean engineering" -- "hydrodynamics"
"actuators" -- "sensors"
"actuators" -- "piezoelectric"
"biometrics" -- "iris recognition"
"biometrics" -- "pattern recognition"
"biometrics" -- "image processing"
"biometrics" -- "computer vision"
"biometrics" -- "face recognition"
"biometrics" -- "authentication"
"silicene" -- "graphene"
"peptides" -- "proteins"
"functional programming" -- "generic programming"
"functional programming" -- "domain-specific languages"
"functional programming" -- "programming languages"
"theoretical chemistry" -- "quantum chemistry"
"theoretical chemistry" -- "quantum dynamics"
"smru" -- "soi-ustan"
"smru" -- "marine mammals"
"spatial databases" -- "gis"
"spatial databases" -- "spatial data mining"
"optical communications" -- "photonics"
"optical communications" -- "digital signal processing"
"concrete" -- "building materials"
"concrete" -- "frp"
"concrete" -- "masonry"
"concrete" -- "cement"
"concrete" -- "durability"
"concrete" -- "pavement"
"concrete" -- "structures"
"relationship marketing" -- "marketing strategy"
"relationship marketing" -- "services marketing"
"echocardiography" -- "cardiology"
"resuscitation" -- "critical care"
"resuscitation" -- "emergency medicine"
"hydrogen energy" -- "fuel cells"
"psychometrics" -- "factor analysis"
"psychometrics" -- "quantitative psychology"
"psychometrics" -- "structural equation modeling"
"psychometrics" -- "measurement"
"sti" -- "hiv"
"insurance" -- "actuarial science"
"insurance" -- "risk management"
"radiotherapy" -- "medical physics"
"digital libraries" -- "digital archives"
"digital libraries" -- "digital preservation"
"digital libraries" -- "metadata"
"digital libraries" -- "digital humanities"
"polymer physics" -- "soft matter"
"biofuels" -- "bioprocessing"
"biofuels" -- "fermentation"
"biofuels" -- "bioproducts"
"biofuels" -- "algae"
"biofuels" -- "plant cell walls"
"biofuels" -- "biodiesel"
"biofuels" -- "microalgae"
"visual attention" -- "visual search"
"visual attention" -- "eye movements"
"derivatives" -- "asset pricing"
"derivatives" -- "credit risk"
"motion planning" -- "robotics"
"motion planning" -- "manipulation"
"environmental change" -- "geomorphology"
"adhesion" -- "friction"
"adhesion" -- "wetting"
"bioinformatics" -- "next generation sequencing"
"bioinformatics" -- "ngs"
"bioinformatics" -- "immunoinformatics"
"bioinformatics" -- "genome informatics"
"bioinformatics" -- "clinical genomics"
"bioinformatics" -- "sequence analysis"
"bioinformatics" -- "rna-seq"
"damage mechanics" -- "fracture mechanics"
"neural coding" -- "computational neuroscience"
"neural coding" -- "vision"
"renewable energy" -- "energy efficiency"
"renewable energy" -- "power electronics"
"self-regulation" -- "motivation"
"self-regulation" -- "self-control"
"autism spectrum disorder" -- "early intervention"
"autism spectrum disorder" -- "intellectual disability"
"social marketing" -- "behaviour change"
"oncology" -- "pathology"
"oncology" -- "hematology"
"oncology" -- "immunology"
"oncology" -- "bone marrow transplantation"
"iii-v semiconductors" -- "nanowires"
"iii-v semiconductors" -- "optoelectronics"
"corpus linguistics" -- "terminology"
"corpus linguistics" -- "academic writing"
"corpus linguistics" -- "translation studies"
"corpus linguistics" -- "english linguistics"
"corpus linguistics" -- "discourse analysis"
"corpus linguistics" -- "cognitive linguistics"
"sleep" -- "memory"
"sleep" -- "insomnia"
"purification" -- "separation"
"immunodeficiency" -- "immunology"
"outcomes research" -- "pharmacoeconomics"
"ants" -- "ecology"
"ecology" -- "ecophysiology"
"ecology" -- "conservation biology"
"ecology" -- "entomology"
"ecology" -- "dispersal"
"ecology" -- "herbivory"
"ecology" -- "conservation"
"ecology" -- "life history"
"ecology" -- "behaviour"
"ecology" -- "marine biology"
"ecology" -- "biodiversity"
"theory" -- "architectural history"
"social justice" -- "equity"
"structural optimization" -- "topology optimization"
"structural optimization" -- "multidisciplinary design optimization"
"bpm@qut" -- "business process management"
"organometallic chemistry" -- "catalysis"
"bitumen" -- "asphalt"
"mathematics" -- "physics"
"environmental accounting" -- "social"
"surveying" -- "geomatics"
"surveying" -- "geodesy"
"marine biology" -- "phycology"
"marine biology" -- "invertebrates"
"marine biology" -- "marine ecology"
"dissemination" -- "implementation science"
"international" -- "comparative education"
"program comprehension" -- "software maintenance"
"program comprehension" -- "software visualization"
"pharmacy" -- "pharmacoepidemiology"
"er stress" -- "diabetes"
"er stress" -- "autophagy"
"psoriasis" -- "dermatology"
"gesture recognition" -- "computer vision"
"bargaining" -- "game theory"
"digital marketing" -- "branding"
"internal medicine" -- "cardiology"
"nanoparticles" -- "drug delivery"
"nanoparticles" -- "micelles"
"nanoparticles" -- "microparticles"
"differential geometry" -- "poisson geometry"
"differential geometry" -- "mathematical physics"
"atomic" -- "molecular"
"atomic" -- "optical physics"
"materials processing" -- "manufacturing"
"extremophiles" -- "microbial ecology"
"mitigation" -- "adaptation"
"school improvement" -- "educational leadership"
"youth studies" -- "sociology"
"estimation" -- "detection"
"estimation" -- "control"
"criminological theory" -- "criminology"
"networked control systems" -- "time-delay systems"
"early childhood" -- "child development"
"microbial oceanography" -- "microbial ecology"
"ipos" -- "corporate finance"
"agriculture" -- "food"
"agriculture" -- "rural development"
"agriculture" -- "soil biology"
"agriculture" -- "food security"
"soft robotics" -- "smart materials"
"soft robotics" -- "bio-inspired robotics"
"type systems" -- "programming languages"
"game theory" -- "experimental economics"
"game theory" -- "microeconomics"
"game theory" -- "microeconomic theory"
"game theory" -- "mathematical economics"
"game theory" -- "social choice"
"game theory" -- "economic theory"
"segmentation" -- "registration"
"electromagnetics" -- "antennas"
"electromagnetics" -- "radar"
"heart failure" -- "cardiology"
"heart failure" -- "heart transplantation"
"heart failure" -- "myocardial infarction"
"water splitting" -- "photoelectrochemistry"
"water splitting" -- "artificial photosynthesis"
"molecular biophysics" -- "structural biology"
"academic writing" -- "eap"
"m-learning" -- "e-learning"
"signal transduction" -- "protein kinases"
"senescence" -- "aging"
"nitrogen" -- "phosphorus"
"nitrogen" -- "biogeochemistry"
"nitrogen" -- "carbon"
"inflammatory bowel disease" -- "crohn s disease"
"inflammatory bowel disease" -- "mucosal immunology"
"heat" -- "mass transfer"
"heat" -- "refrigeration"
"employment relations" -- "human resource management"
"employment relations" -- "sociology of work"
"employment relations" -- "trade unions"
"biofluids" -- "fluid mechanics"
"magnetotellurics" -- "geophysics"
"borderline personality disorder" -- "emotion regulation"
"system dynamics" -- "systems thinking"
"system dynamics" -- "control"
"environment" -- "energy"
"participatory design" -- "interaction design"
"metabolism" -- "cholesterol"
"metabolism" -- "diabetes"
"implementation science" -- "knowledge translation"
"regenerative" -- "tissue engineering"
"service design" -- "design research"
"dietetics" -- "nutrition"
"family" -- "work"
"family" -- "children"
"family" -- "inequality"
"family" -- "marriage"
"technology transfer" -- "innovation"
"video coding" -- "imaging"
"video coding" -- "visual search"
"video coding" -- "video quality assessment"
"video coding" -- "multimedia communications"
"turbocharging" -- "internal combustion engines"
"didáctica" -- "educación"
"algebraic statistics" -- "combinatorics"
"drug safety" -- "pharmacoepidemiology"
"mutualism" -- "symbiosis"
"urban" -- "regional studies"
"urban" -- "architecture"
"urban" -- "infrastructure"
"emerging markets" -- "international business"
"targeting" -- "drug delivery"
"metabolic flux analysis" -- "metabolic engineering"
"rna structure" -- "function"
"discrete choice models" -- "transportation"
"model predictive control" -- "nonlinear systems"
"model predictive control" -- "process control"
"model predictive control" -- "robust control"
"architecture" -- "design"
"architecture" -- "lighting"
"architecture" -- "architectural design"
"architecture" -- "urban design"
"architecture" -- "historic preservation"
"architecture" -- "space syntax"
"architecture" -- "computational design"
"selection" -- "personality"
"online teaching" -- "learning"
"stars" -- "planet formation"
"fracture mechanics" -- "boundary element method"
"fracture mechanics" -- "fatigue"
"fracture mechanics" -- "elasticity"
"fracture mechanics" -- "finite element analysis"
"magnetic resonance imaging" -- "image reconstruction"
"magnetic resonance imaging" -- "functional mri"
"process control" -- "process modeling"
"hyperspectral imaging" -- "chemometrics"
"apoptosis" -- "autophagy"
"computational fluid dynamics" -- "multiphase flow"
"computational fluid dynamics" -- "hemodynamics"
"volcano seismology" -- "seismology"
"educación matemática" -- "mathematics education"
"educación matemática" -- "educación estadística"
"online algorithms" -- "approximation algorithms"
"motion analysis" -- "biomechanics"
"queueing theory" -- "stochastic modeling"
"personality psychology" -- "social"
"petroleum engineering" -- "reservoir engineering"
"meiosis" -- "dna repair"
"meiosis" -- "chromosome biology"
"resilience" -- "vulnerability"
"resilience" -- "risk"
"resilience" -- "social-ecological systems"
"quantum simulation" -- "cold atoms"
"cloud" -- "grid"
"cloud" -- "climate"
"linear algebra" -- "matrix theory"
"macrophages" -- "monocyte"
"macrophages" -- "neutrophils"
"macrophages" -- "atherosclerosis"
"aerodynamics" -- "flow control"
"aerodynamics" -- "wind turbines"
"aerodynamics" -- "aeroacoustics"
"aerodynamics" -- "aerospace engineering"
"aerodynamics" -- "fluid mechanics"
"algebraic topology" -- "geometric topology"
"algebraic topology" -- "homotopy theory"
"fault mechanics" -- "structural geology"
"entomology" -- "nematology"
"entomology" -- "chemical ecology"
"entomology" -- "crop protection"
"entomology" -- "integrated pest management"
"gauge theory" -- "mathematical physics"
"aristotle" -- "ancient philosophy"
"decision" -- "risk analysis"
"new venture creation" -- "entrepreneurship"
"software evolution" -- "software quality"
"software evolution" -- "software engineering"
"landscape planning" -- "urban planning"
"attachment" -- "parenting"
"attachment" -- "developmental psychopathology"
"plant physiology" -- "abiotic stress"
"plant physiology" -- "horticulture"
"plant physiology" -- "photosynthesis"
"plant physiology" -- "plant biochemistry"
"numerical pdes" -- "numerical analysis"
"neuroplasticity" -- "pain"
"proton therapy" -- "medical physics"
"strategic management" -- "international business"
"action" -- "perception"
"computational statistics" -- "markov chain monte carlo"
"morphogenesis" -- "developmental biology"
"fire" -- "explosion"
"climate" -- "meteorology"
"climate" -- "weather"
"retail operations" -- "supply chain management"
"catalyst" -- "fuel cells"
"irrigation" -- "water management"
"irrigation" -- "hydrology"
"pain" -- "nociception"
"pain" -- "headache"
"pain" -- "itch"
"pain" -- "neuroscience"
"pain" -- "anesthesia"
"ergonomics" -- "musculoskeletal disorders"
"ergonomics" -- "biomechanics"
"ergonomics" -- "inclusive design"
"ergonomics" -- "human factors"
"ergonomics" -- "occupational biomechanics"
"ergonomics" -- "safety"
"systematic reviews" -- "evidence synthesis"
"systematic reviews" -- "knowledge translation"
"systematic reviews" -- "meta-analysis"
"carbon" -- "forest"
"physiological ecology" -- "behavioral ecology"
"physiological ecology" -- "energetics"
"power" -- "energy systems"
"careers" -- "work"
"biodegradation" -- "environmental microbiology"
"learning from demonstration" -- "robotics"
"trapped ions" -- "atomic physics"
"evolutionary ecology" -- "ecological genomics"
"restoration ecology" -- "wetland ecology"
"restoration ecology" -- "conservation biology"
"restoration ecology" -- "plant ecology"
"carbon cycle" -- "nitrogen cycling"
"carbon cycle" -- "greenhouse gases"
"cell division" -- "cytoskeleton"
"illness" -- "sociology of health"
"illness" -- "health"
"addiction" -- "behavioral pharmacology"
"addiction" -- "behavioral neuroscience"
"addiction" -- "gambling"
"polymer blends" -- "rheology"
"polymer blends" -- "polymer nanocomposites"
"mathematical physics" -- "spectral theory"
"mathematical physics" -- "noncommutative geometry"
"mathematical physics" -- "integrable systems"
"nanolasers" -- "plasmonics"
"lexicography" -- "terminology"
"gene" -- "drug delivery"
"environmental politics" -- "global governance"
"pharmacogenetics" -- "drug metabolism"
"cardiology" -- "arrhythmia"
"cardiology" -- "cardiac imaging"
"automata theory" -- "logic"
"automata theory" -- "formal languages"
"perovskite solar cells" -- "organic solar cells"
"comparative law" -- "constitutional law"
"leadership" -- "workplace bullying"
"leadership" -- "organizational culture"
"leadership" -- "teams"
"leadership" -- "organizational behavior"
"leadership" -- "work motivation"
"leadership" -- "group dynamics"
"autonomous vehicles" -- "cooperative control"
"autonomous vehicles" -- "vehicle dynamics"
"american politics" -- "congress"
"american politics" -- "representation"
"american politics" -- "political methodology"
"american politics" -- "political behavior"
"american politics" -- "american political development"
"american politics" -- "judicial politics"
"materials characterization" -- "thin films"
"general" -- "surgery"
"infertility" -- "reproductive endocrinology"
"qm" -- "mm"
"biomechanics" -- "multibody dynamics"
"biomechanics" -- "biological materials"
"biomechanics" -- "osteoarthritis"
"biomechanics" -- "low back pain"
"biomechanics" -- "human movement analysis"
"biomechanics" -- "soft tissue"
"biomechanics" -- "functional morphology"
"biomechanics" -- "knee"
"biomechanics" -- "gait analysis"
"biomechanics" -- "gait"
"geophysical fluid dynamics" -- "physical oceanography"
"chemistry" -- "materials"
"chemistry" -- "physics"
"música" -- "art"
"chronic kidney disease" -- "acute kidney injury"
"information management" -- "knowledge management"
"social studies education" -- "teacher education"
"technology" -- "social studies of science"
"technology" -- "food science"
"3d reconstruction" -- "computer vision"
"population ecology" -- "statistical ecology"
"population ecology" -- "conservation biology"
"population ecology" -- "quantitative ecology"
"crystallography" -- "crystal engineering"
"crystallography" -- "diffraction"
"crystallography" -- "mineralogy"
"crystallography" -- "structural chemistry"
"rf" -- "mm-wave"
"rf" -- "antennas"
"rf" -- "power amplifiers"
"rf" -- "analog"
"metastasis" -- "invasion"
"conditioning" -- "strength"
"solitons" -- "nonlinear optics"
"solitons" -- "bose-einstein condensation"
"data warehouse" -- "business intelligence"
"condition monitoring" -- "electrical machines"
"condition monitoring" -- "fault diagnosis"
"biogeography" -- "species distribution modelling"
"biogeography" -- "phylogenetics"
"biogeography" -- "macroecology"
"biogeography" -- "systematics"
"biogeography" -- "mammalogy"
"biogeography" -- "biodiversity"
"biogeography" -- "botany"
"microfinance" -- "development economics"
"well-being" -- "motivation"
"well-being" -- "health"
"well-being" -- "happiness"
"well-being" -- "positive psychology"
"web security" -- "computer security"
"chromatography" -- "capillary electrophoresis"
"chromatography" -- "mass spectrometry"
"sport marketing" -- "sport management"
"flow assurance" -- "multiphase flow"
"flow assurance" -- "gas hydrates"
"intellectual" -- "developmental disabilities"
"intergroup relations" -- "social identity"
"intergroup relations" -- "social psychology"
"peacekeeping" -- "civil war"
"academic libraries" -- "information literacy"
"trademark" -- "patents"
"sociophonetics" -- "sociolinguistics"
"delay differential equations" -- "mathematical biology"
"statistical mechanics" -- "thermodynamics"
"clinical neuropsychology" -- "cognitive neuroscience"
"dsp" -- "fpga"
"geochemistry" -- "geology"
"geochemistry" -- "volcanology"
"geochemistry" -- "cosmochemistry"
"geochemistry" -- "mineralogy"
"geochemistry" -- "diagenesis"
"geochemistry" -- "magnesium isotopes"
"geochemistry" -- "ore geology"
"geochemistry" -- "economic geology"
"collective behavior" -- "complex systems"
"music information retrieval" -- "audio signal processing"
"b cells" -- "immunology"
"big data" -- "analytics"
"sensory processing" -- "autism"
"hybridization" -- "speciation"
"hybridization" -- "polyploidy"
"bioelectronics" -- "bioprotonics"
"protein misfolding" -- "protein aggregation"
"magnetic materials" -- "spintronics"
"liquid chromatography" -- "mass spectrometry"
"nanoantennas" -- "plasmonics"
"molecular communication" -- "information theory"
"environmental geology" -- "hydrogeology"
"primates" -- "behavior"
"raman" -- "sers"
"impact cratering" -- "planetary science"
"taxation" -- "public finance"
"cryptography" -- "cryptanalysis"
"cryptography" -- "computer security"
"cryptography" -- "elliptic curves"
"cryptography" -- "finite fields"
"cryptography" -- "side-channel analysis"
"cryptography" -- "information security"
"cryptography" -- "bitcoin"
"sph" -- "cfd"
"serotonin" -- "dopamine"
"serotonin" -- "depression"
"storage devices" -- "energy conversion"
"physical activity" -- "sedentary behavior"
"physical activity" -- "motor development"
"physical activity" -- "sedentary behaviour"
"physical activity" -- "physical education"
"physical activity" -- "obesity"
"physical activity" -- "obesity prevention"
"physical activity" -- "built environment"
"physical activity" -- "intervention"
"second language acquisition" -- "applied linguistics"
"second language acquisition" -- "chinese linguistics"
"second language acquisition" -- "vocabulary"
"second language acquisition" -- "bilingualism"
"network science" -- "computational social science"
"network science" -- "data science"
"network science" -- "complex systems"
"software codesign" -- "hardware"
"molecular modeling" -- "drug design"
"molecular modeling" -- "computational chemistry"
"molecular modeling" -- "computer-aided drug design"
"molecular modeling" -- "qsar"
"soil moisture" -- "remote sensing"
"photovoltaics" -- "silicon"
"photovoltaics" -- "upconversion"
"photovoltaics" -- "solar cells"
"photovoltaics" -- "light trapping"
"photovoltaics" -- "solar energy"
"photovoltaics" -- "silicon solar cells"
"neuroinformatics" -- "computational neuroscience"
"molecular motors" -- "biophysics"
"engagement" -- "motivation"
"spatial statistics" -- "geostatistics"
"spatial statistics" -- "environmental statistics"
"structures" -- "smart materials"
"electronic structure" -- "density functional theory"
"quantum biology" -- "photosynthesis"
"quantum biology" -- "open quantum systems"
"technology management" -- "innovation"
"sanitation" -- "water"
"plant-herbivore interactions" -- "chemical ecology"
"object detection" -- "recognition"
"numerical relativity" -- "gravitational waves"
"child" -- "adolescent mental health"
"child" -- "adolescent development"
"child" -- "adolescent health"
"signal integrity" -- "electromagnetic compatibility"
"metamaterials" -- "antennas"
"metamaterials" -- "plasmonics"
"metamaterials" -- "terahertz"
"metamaterials" -- "frequency selective surfaces"
"metamaterials" -- "transformation optics"
"zeolites" -- "catalysis"
"characterization" -- "materials synthesis"
"characterization" -- "nanomaterials synthesis"
"language documentation" -- "phonology"
"interaction design" -- "human-computer interaction"
"interaction design" -- "design research"
"interaction design" -- "industrial design"
"head" -- "neck"
"head" -- "neck surgery"
"head" -- "neck cancer"
"head" -- "neuroradiology"
"microwave circuits" -- "antennas"
"germanium" -- "silicon"
"economic history" -- "business history"
"economic history" -- "historical demography"
"economic history" -- "history of economic thought"
"change detection" -- "remote sensing"
"experimental fluid mechanics" -- "flow control"
"driver distraction" -- "human factors"
"diffusion" -- "adoption"
"insect behavior" -- "chemical ecology"
"photochemistry" -- "physical organic chemistry"
"photochemistry" -- "photobiology"
"elections" -- "congress"
"elections" -- "voting"
"elections" -- "electoral systems"
"elections" -- "political parties"
"elections" -- "voting behavior"
"elections" -- "parties"
"elections" -- "political science"
"transnational sociology" -- "globalization"
"work" -- "gender"
"work" -- "occupational"
"work" -- "employment"
"work" -- "organizations"
"work" -- "organizational psychology"
"rheology" -- "complex fluids"
"rheology" -- "colloids"
"rheology" -- "polymer processing"
"language policy" -- "language ideologies"
"language policy" -- "multilingualism"
"energy" -- "renewables"
"energy" -- "fuels"
"presidency" -- "congress"
"pharmacoeconomics" -- "pharmacoepidemiology"
"victimology" -- "criminology"
"market microstructure" -- "asset pricing"
"market microstructure" -- "market efficiency"
"comparative political economy" -- "international political economy"
"comparative political economy" -- "welfare state"
"entrepreneurship" -- "technological innovation"
"entrepreneurship" -- "social entrepreneurship"
"entrepreneurship" -- "corporate entrepreneurship"
"entrepreneurship" -- "innovation"
"entrepreneurship" -- "family business"
"timetabling" -- "metaheuristics"
